15	19802106	19820555	1	3	1	1	0	64
15	19820942	19827584	1	1	1	1	0	55
15	19894717	19939092	1	1	1	1	0	31
15	20091288	20094387	2	2	1	1	0	37
15	20094791	20107642	1	1	1	0	1	51
15	20115424	20126789	1	1	1	0	1	25
15	20148443	20153656	1	1	1	0	1	47
15	20154668	20157372	1	1	1	0	4	17
15	20154668	20157689	1	1	1	1	0	52
15	20157606	20157689	1	1	1	5	0	50
15	20157871	20158116	1	1	1	0	2	59
15	20158176	20159143	1	1	1	0	2	30
15	20160310	20160650	1	1	1	0	3	35
15	20214518	20242119	1	1	1	1	0	35
15	20217726	20265455	1	1	1	2	0	69
15	20229549	20293218	2	2	1	0	2	37
15	20238129	20249413	2	2	1	1	1	50
15	20257452	20261871	2	2	1	1	0	43
15	20261997	20262832	2	2	1	1	0	5
15	20262911	20271668	2	2	1	1	0	67
15	20283660	20284126	1	1	1	1	0	66
15	20290194	20291343	1	1	1	1	0	65
15	20435993	20437293	2	2	1	0	1	72
15	20437433	20438591	2	2	1	0	1	28
15	20439124	20439507	2	2	1	1	1	63
15	20439384	20439445	2	2	1	0	1	67
15	20453503	20453612	2	2	1	1	0	44
15	20453503	20453619	2	2	1	0	1	72
15	20453503	20453705	2	2	1	0	1	42
15	20453763	20453839	2	2	1	0	2	51
15	20454011	20454539	2	2	1	0	2	47
15	20454674	20457304	2	2	1	0	2	41
15	20457721	20457826	2	2	1	0	2	41
15	20457960	20458232	2	2	1	0	1	67
15	20458448	20461191	2	2	1	0	2	38
15	20461343	20462342	2	2	1	0	2	61
15	20462447	20462559	2	2	1	0	1	19
15	20463002	20466194	2	2	1	0	1	32
15	20483518	20505390	2	2	1	0	1	24
15	20627184	20627211	0	0	0	0	4	71
15	20926773	20928868	2	2	1	1	0	42
15	20931901	20932182	2	2	1	1	0	63
15	20934900	20935434	2	2	1	0	1	20
15	21101691	21107200	1	1	1	0	1	21
15	21101905	21114164	1	1	1	0	1	51
15	21121963	21133325	1	1	1	0	1	25
15	21154964	21160185	1	1	1	0	1	47
15	21154964	21160305	1	1	1	5	0	35
15	21160380	21161024	1	1	1	11	0	65
15	21161197	21163903	1	1	1	1	4	21
15	21161197	21163947	1	1	1	7	0	67
15	21164402	21164647	1	1	1	0	2	59
15	21164707	21165674	1	1	1	0	2	30
15	21166841	21167181	1	1	1	0	3	35
15	21274314	21318514	2	2	1	1	0	60
15	21500165	21500307	2	2	1	0	1	28
15	21502778	21502897	2	2	1	0	1	29
15	21508596	21509130	2	2	1	0	1	20
15	21589312	21629284	1	1	1	0	2	72
15	21937446	21937588	2	2	1	0	1	28
15	21940059	21940178	2	2	1	0	1	29
15	21945883	21946417	2	2	1	0	1	20
15	22024632	22071871	1	1	1	0	2	72
15	22256567	22257155	2	2	1	1	0	38
15	22373176	22373203	0	0	0	0	4	70
15	22411854	22448826	2	2	1	1	0	26
15	22494956	22495569	1	1	1	1	0	47
15	22495673	22516875	1	1	1	0	1	24
15	22517815	22562537	1	1	1	0	2	23
15	22517815	22599097	1	1	1	0	2	23
15	22534244	22537437	1	1	1	1	1	53
15	22537880	22537992	1	1	1	0	1	19
15	22538097	22539096	1	1	1	0	2	61
15	22539248	22541994	1	1	1	0	2	38
15	22542210	22542482	1	1	1	0	1	67
15	22542851	22542942	1	1	1	2	0	10
15	22543139	22545766	1	1	1	0	2	41
15	22546821	22546937	1	1	1	0	1	72
15	22554573	22556011	1	1	1	0	1	27
15	22557093	22559788	1	1	1	2	0	28
15	22560936	22561257	1	1	1	1	1	63
15	22560998	22561059	1	1	1	0	1	67
15	22561790	22562948	1	1	1	0	1	28
15	22566363	22569148	1	1	1	1	0	48
15	22573182	22573278	1	1	1	1	1	20
15	22573416	22573974	1	1	1	1	0	17
15	22574074	22577158	1	1	1	0	2	67
15	22577333	22577429	1	1	1	0	2	29
15	22577556	22579583	1	1	1	0	3	63
15	22579724	22587343	1	1	1	2	0	48
15	22587392	22589942	1	1	1	2	0	48
15	22678384	22678844	1	1	1	1	0	22
15	22703316	22704541	2	2	1	0	1	46
15	22703330	22862249	1	1	1	1	0	62
15	22714410	22717658	1	1	1	1	0	57
15	22727228	22730460	1	1	1	5	2	49
15	22730639	22732672	1	1	1	9	1	73
15	22732785	22733980	1	1	1	2	0	20
15	22734151	22741059	1	1	1	1	6	62
15	22741309	22742462	1	1	1	2	2	24
15	22742598	22744603	1	1	1	0	1	55
15	22786835	22810748	1	1	1	1	0	44
15	22810797	22812162	1	1	1	1	0	48
15	22812508	22857691	2	2	1	1	0	49
15	22814154	22820312	1	1	1	2	0	65
15	22816245	22817434	1	1	1	1	0	33
15	22837090	22921154	1	1	1	0	1	49
15	22838922	22845145	1	1	1	1	0	17
15	22838922	22851638	1	1	1	7	0	58
15	22838948	22839654	1	3	1	1	0	27
15	22839791	22845145	1	1	1	1	0	52
15	22839791	22851638	1	1	1	1	0	36
15	22847047	22851638	1	1	1	2	0	47
15	22847137	22848028	2	2	1	1	0	35
15	22851871	22853211	1	1	1	6	0	57
15	22853269	22858539	1	1	1	8	0	57
15	22854358	22933546	2	2	1	1	0	65
15	22858631	22860628	1	1	1	7	2	75
15	22860790	22866212	1	1	1	8	0	70
15	22870193	22872824	2	2	1	2	0	70
15	22872973	22873490	2	2	1	4	0	48
15	22873730	22874549	2	2	1	4	0	64
15	22874645	22875198	2	2	1	5	0	66
15	22875272	22879912	2	2	1	3	0	33
15	22880044	22881845	2	2	1	4	0	42
15	22881937	22882867	2	2	1	8	0	75
15	22883012	22892889	2	2	1	3	0	30
15	22892978	22903705	2	2	1	4	0	67
15	22903906	22909193	2	2	1	4	0	40
15	22909314	22910519	2	2	1	7	0	62
15	22910629	22910736	2	2	1	4	0	73
15	22910814	22912178	2	2	1	7	0	74
15	22912276	22914725	2	2	1	7	0	73
15	22914883	22916476	2	2	1	10	0	73
15	22916631	22917787	2	2	1	2	0	21
15	22917936	22918691	2	2	1	4	0	33
15	22918859	22925981	2	2	1	2	0	73
15	22926108	22927905	2	2	1	4	0	58
15	22928029	22932222	2	2	1	9	0	47
15	22932341	22933801	2	2	1	2	0	46
15	22933894	22937103	2	2	1	6	0	60
15	22937209	22939191	2	2	1	7	0	60
15	22939321	22939410	2	2	1	4	0	66
15	22939508	22943172	2	2	1	8	0	73
15	22943355	22944557	2	2	1	7	0	65
15	22944660	22944861	2	2	1	6	0	74
15	22944940	22946708	2	2	1	1	0	67
15	22944940	22947002	2	2	1	5	0	67
15	22944940	22947168	2	2	1	1	0	61
15	22945717	23087846	1	1	1	2	1	46
15	22947093	22947168	2	2	1	4	0	48
15	22947292	22980286	2	2	1	6	0	49
15	22947319	22980286	2	2	1	1	0	71
15	22965382	22977753	2	2	1	1	0	38
15	22999867	23000568	2	2	1	2	0	39
15	23000670	23003064	2	2	1	1	0	10
15	23003154	23004101	2	2	1	1	0	12
15	23004228	23005431	2	2	1	1	0	12
15	23006173	23006267	2	2	1	2	0	53
15	23008882	23009944	2	2	1	1	0	30
15	23010134	23011132	2	2	1	1	0	15
15	23011332	23017772	2	2	1	3	0	47
15	23018042	23019218	2	2	1	1	0	18
15	23024194	23024736	2	2	1	1	0	71
15	23031021	23031949	2	2	1	1	0	20
15	23032030	23032727	2	2	1	1	0	50
15	23037006	23037098	2	2	1	1	0	54
15	23037153	23039397	2	2	1	1	0	18
15	23037997	23142217	2	2	1	3	4	67
15	23056726	23076783	1	1	1	1	0	58
15	23083172	23083470	1	1	1	2	0	41
15	23083512	23083969	1	1	1	2	0	41
15	23084043	23084428	1	1	1	1	0	5
15	23087915	23173749	1	1	1	2	1	40
15	23088838	23090737	1	1	1	1	0	55
15	23090832	23092195	1	1	1	1	0	53
15	23092354	23095285	1	1	1	3	0	45
15	23217681	23427834	2	2	1	3	0	63
15	23226096	23226211	2	2	1	7	0	41
15	23304531	23309139	1	1	1	1	0	72
15	23454076	23461983	1	1	1	2	0	20
15	23461977	23477068	2	2	1	1	0	61
15	23462497	23477068	2	2	1	0	1	47
15	23839052	23909563	1	1	1	2	0	34
15	24791751	24890608	1	1	1	0	1	42
15	24834157	24850545	2	2	1	0	2	67
15	24856717	24886515	1	1	1	2	0	74
15	24875977	24890601	2	2	0	0	1	35
15	24894362	24927399	1	1	1	1	0	24
15	24907840	24919214	1	1	1	0	1	62
15	24920125	24962113	1	1	1	1	0	59
15	24933518	24934037	2	2	1	2	1	21
15	24955063	24962113	1	1	1	15	0	66
15	24962210	24967931	1	1	1	17	0	73
15	24968083	24974310	1	1	1	9	0	73
15	24968083	24974357	1	1	1	1	0	45
15	24974457	24975357	1	1	1	8	0	65
15	24975510	24976304	1	1	1	19	0	72
15	24976417	24976876	1	1	1	11	0	67
15	24977030	24977777	1	1	1	12	1	69
15	24977917	24978192	1	1	1	14	1	74
15	24978319	24978406	1	1	1	7	1	69
15	25001674	25002724	1	1	1	1	0	59
15	25053968	25056482	1	1	1	1	0	31
15	25059719	25061305	1	1	1	1	0	19
15	25061414	25061949	1	1	1	1	0	23
15	25062089	25070119	1	1	1	1	0	68
15	25072864	25075734	1	1	1	1	0	40
15	25074052	25075734	1	1	1	1	0	15
15	25076991	25078861	1	1	1	1	0	25
15	25078996	25081090	1	1	1	1	0	41
15	25083528	25085189	1	1	1	2	0	31
15	25085323	25087466	1	1	1	1	0	8
15	25089867	25091589	1	1	1	1	0	14
15	25091720	25093833	1	1	1	2	0	54
15	25093975	25095626	1	1	1	2	0	29
15	25093975	25095718	1	1	1	1	0	23
15	25095829	25097320	1	1	1	3	0	60
15	25097440	25098716	1	1	1	2	0	55
15	25100891	25103858	1	1	1	2	0	63
15	25103971	25106163	1	1	1	1	0	20
15	25107589	25107909	1	1	1	1	0	72
15	25109104	25109197	1	1	1	2	0	72
15	25109404	25109554	1	1	1	2	0	65
15	25109716	25111764	1	1	1	3	0	70
15	25110537	25111764	1	1	1	1	0	62
15	25111895	25115298	1	1	1	2	0	36
15	25117516	25118267	1	1	1	2	0	60
15	25118383	25119064	1	1	1	2	0	22
15	25260848	25298964	2	2	1	1	0	52
15	25292757	25293242	1	1	1	1	1	45
15	25339258	25340084	2	2	1	3	0	68
15	25340229	25354352	2	2	1	4	0	54
15	25354427	25354527	2	2	1	4	0	62
15	25354684	25355891	2	2	1	1	0	50
15	25356057	25356690	2	2	1	2	0	30
15	25356897	25360382	2	2	1	5	0	62
15	25360528	25370565	2	2	1	1	0	68
15	25371813	25375464	2	2	1	2	0	26
15	25375764	25405460	2	2	1	5	0	43
15	25405503	25438488	2	2	1	3	0	42
15	25411972	25438488	2	2	1	1	0	18
15	25431574	25517839	2	2	1	3	4	70
15	25475807	25482576	1	1	1	0	2	66
15	26198438	26226363	2	2	0	0	1	36
15	26226435	26251335	2	2	1	0	1	42
15	26241097	26266600	1	1	1	0	1	59
15	26415226	26463272	2	2	1	0	1	21
15	26646926	26654227	1	1	1	1	0	52
15	26709750	26743160	2	2	1	1	0	23
15	26809223	26822278	1	1	1	1	0	14
15	27004379	27004531	2	2	1	1	0	23
15	27694276	28140003	1	1	1	1	0	46
15	28112036	28113070	2	2	1	1	0	25
15	28113284	28113572	2	2	1	3	0	60
15	28113679	28114611	2	2	1	2	0	35
15	28114803	28115428	2	2	1	3	0	40
15	28115542	28116664	2	2	1	4	0	62
15	28116860	28117012	2	2	1	1	0	63
15	28117155	28121345	2	2	1	3	0	45
15	28121430	28124036	2	2	1	1	0	21
15	28124235	28125005	2	2	1	1	0	30
15	28125194	28130162	2	2	1	2	0	60
15	28130303	28130502	2	2	1	3	0	67
15	28130595	28132099	2	2	1	1	0	32
15	28132262	28132652	2	2	1	2	0	47
15	28132831	28135477	2	2	1	2	0	39
15	28135693	28141431	2	2	1	3	0	66
15	28141631	28141730	2	2	1	2	0	65
15	28142394	28142826	2	2	1	0	2	38
15	28142953	28143872	2	2	1	0	1	11
15	28146345	28152676	2	2	1	1	0	35
15	28163286	28167686	2	2	1	1	0	35
15	28168591	28169483	2	2	1	2	0	73
15	28175657	28176427	2	2	1	1	0	55
15	28176600	28176686	2	2	1	1	0	52
15	28176769	28176949	2	2	1	2	0	15
15	28177128	28177418	2	2	1	1	0	19
15	28177510	28178886	2	2	1	1	0	40
15	28179031	28179141	2	2	1	3	0	53
15	28179224	28182400	2	2	1	4	0	53
15	28182513	28186576	2	2	1	1	0	50
15	28186753	28190964	2	2	1	1	0	32
15	28196355	28196460	2	2	1	1	0	57
15	28196570	28198377	2	2	1	1	0	26
15	28198504	28198600	2	2	1	1	0	59
15	28198770	28201455	2	2	1	1	0	32
15	28202250	28202346	2	2	1	2	0	22
15	28202615	28206239	2	2	1	0	2	57
15	28206383	28211001	2	2	1	1	0	66
15	28211146	28212444	2	2	1	1	0	55
15	28212584	28213741	2	2	1	1	1	28
15	28213973	28214075	2	2	1	2	0	34
15	28214273	28214654	2	2	1	2	0	65
15	28220645	28222027	2	2	1	1	0	10
15	28222216	28228217	2	2	1	1	0	67
15	28229347	28229459	2	2	1	2	0	33
15	28229597	28229673	2	2	1	2	0	46
15	28229848	28230366	2	2	1	0	2	47
15	28233562	28233663	2	2	1	0	1	20
15	28233797	28234069	2	2	1	0	1	67
15	28238218	28238601	2	2	1	1	0	48
15	28238773	28245880	2	2	1	1	0	35
15	28246067	28246741	2	2	1	1	0	4
15	28247706	28256872	1	3	1	0	1	25
15	28248737	28254339	2	2	1	1	0	74
15	28254519	28255871	2	2	1	1	0	30
15	28255997	28256088	2	2	1	1	0	24
15	28260971	28262917	2	2	1	1	0	32
15	28269437	28270694	2	2	1	1	0	68
15	28270869	28272214	2	2	1	1	0	25
15	28272387	28272893	2	2	1	1	0	13
15	28280288	28292887	2	2	1	1	0	20
15	28321465	28322074	2	2	1	0	2	68
15	28417988	28440540	1	1	1	0	1	30
15	28423689	28440540	1	1	1	0	1	30
15	28455359	28457611	2	2	1	2	0	63
15	28589549	28590157	1	1	1	0	2	68
15	28590261	28612058	1	1	1	0	1	24
15	28629442	28632636	1	1	1	0	1	32
15	28636702	28636974	1	1	1	0	1	67
15	28637108	28637214	1	1	1	0	2	41
15	28637343	28637434	1	1	1	1	0	33
15	28637631	28640258	1	1	1	0	2	41
15	28640393	28640921	1	1	1	0	2	47
15	28641093	28641169	1	1	1	0	2	51
15	28641227	28641429	1	1	1	0	1	42
15	28649068	28650506	1	1	1	0	1	27
15	28651556	28654273	1	1	1	1	0	54
15	28655692	28655795	1	1	1	2	0	25
15	28656027	28657186	1	1	1	0	1	28
15	28657326	28658622	1	1	1	0	1	72
15	28663521	28667195	1	1	1	0	2	57
15	28665406	28800959	2	2	1	3	0	49
15	28667464	28667560	1	1	1	1	1	33
15	28667698	28668256	1	1	1	1	0	24
15	28668356	28671459	1	1	1	1	2	67
15	28671634	28671730	1	1	1	0	2	29
15	28671857	28673887	1	1	1	0	3	63
15	28674028	28681795	1	1	1	1	0	10
15	28681844	28684128	1	1	1	1	0	48
15	28751675	28754468	1	1	1	1	0	29
15	28752256	28754468	1	1	1	1	0	30
15	28754556	28760784	1	1	1	1	0	34
